Drug_Name,Reason,Description,Company_Name,NSE_Symbol,Rating
Gemshell Capsule 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Alkem Laboratories Ltd.,ALKEM,AL
Gemsoline Capsule 15'SGemsoline Capsule 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Gemsoline D3 60K Capsule 4'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Ipca Laboratories Ltd.,IPCALAB,I
GEMSUROS Capsule 10's,Supplement,improves immunity,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
GEN D3 60 K Sachet 1gmGEN D3 1K Softgel 10'SGEN D3 600000IU Injection 1mlGEN D3 60K Capsule 4'S,Supplement,improves immunity,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Gencitrol Tablet 10'S,Supplement,improves stability,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Gencitrol K2 Tablet 10'S,Supplement,improves resistance,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Genew Plus Tablet 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Genoplex Czs Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Divis Laboratories Ltd.,DIVISLAB,D
Genoplex L Syrup 200mlGenoplex L Syrup 60ml,Supplement, antioxidant and memory enhancement property,Cipla Ltd.,CIPLA,C
Genozyme Syrup 200mlGenozyme Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Biocon Ltd.,BIOCON,B
GENUFLEX SUGAR FREE Sachet 10.5gm,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Aurobindo Pharma Ltd.,AUROPHARMA,AU
Geofresh Capsule 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Geomax D3 Capsule 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Lupin Ltd.,LUPIN,L
Geomax Plus Capsule 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Cadila Healthcare Ltd.,CADILAHC,CA
Gericare Tablet 30'S,Supplement,improves immunity,Abbott India Ltd.,ABBOTINDIA,ABB
Gerijoint Capsule 10'S,Supplement,improves immunity,Alkem Laboratories Ltd.,ALKEM,AL
Gestacal Tablet 10'S,Supplement,improves stability,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Getwel Tablet 10's,Supplement,improves resistance,Ipca Laboratories Ltd.,IPCALAB,I
Gexfer Tablet 10'SGexfer Suspension 150ml,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Ginkoba Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Ginkoba M Capsule 10'S,Supplement, antioxidant and memory enhancement property,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Ginkocer 120mg Capsule 10'SGinkocer Tablet 10'SGINKOCER 120mg Tablet 10's,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Ginkocer M Capsule 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Ginkocer Plus Tablet 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Divis Laboratories Ltd.,DIVISLAB,D
GINPROT DHA CHOCOLATE FLAVOUR Powder 200gm,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Cipla Ltd.,CIPLA,C
Ginsoma Capsule 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Biocon Ltd.,BIOCON,B
GLA 600mg Capsule 10'S,Supplement,improves immunity,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Glace Capsule 30'S,Supplement,improves immunity,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Glacex Capsule 10'S,Supplement,improves stability,Lupin Ltd.,LUPIN,L
Gladis Tablet 30'S,Supplement,improves resistance,Cadila Healthcare Ltd.,CADILAHC,CA
Gladpro Vanilla Powder 200gm,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Abbott India Ltd.,ABBOTINDIA,ABB
Glasex Capsule 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Alkem Laboratories Ltd.,ALKEM,AL
Glencal 652mg Suspension 150ml,Supplement, antioxidant and memory enhancement property,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Glencal O 200mg/0.25Mcg/7.5mg Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Ipca Laboratories Ltd.,IPCALAB,I
Glenseng Syrup 180mlGlenseng 500mg Capsule 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Globac XT Tablet 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Gloeye Tablet 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Glomax Lip Gel 20gm,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Glomax 500mg+Ascomax 1000mg Kit 3X10'S,Supplement,improves immunity,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Glotab Capsule 10'S,Supplement,improves immunity,Divis Laboratories Ltd.,DIVISLAB,D
Glowcare Capsule 10's,Supplement,improves stability,Cipla Ltd.,CIPLA,C
Glucal Tablet 10'S,Supplement,improves resistance,Biocon Ltd.,BIOCON,B
Glucofree Aaloo Chat 40gm Bar 15'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Aurobindo Pharma Ltd.,AUROPHARMA,AU
Glucofree Choconut 40gm Bar 15'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Glucofree Panipuri 40gm Bar 15'S,Supplement, antioxidant and memory enhancement property,Lupin Ltd.,LUPIN,L
Glucosam 250mg Tablet 10'SGlucosam 750mg Tablet 10'SGlucosam 500mg Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Cadila Healthcare Ltd.,CADILAHC,CA
Gludase 50mg Tablet 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Abbott India Ltd.,ABBOTINDIA,ABB
Glugen Powder 10.2Gm,Supplement,powerful antioxidant that strengthens and protects living tissue,Alkem Laboratories Ltd.,ALKEM,AL
Gluspan D Tablet 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Glutabest Powder 12Gm,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Ipca Laboratories Ltd.,IPCALAB,I
Glutafly 600mg Injection 1'S,Supplement,improves immunity,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Glutahenz Infusion 50mlGlutahenz Sachet 15gm,Supplement,improves immunity,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Glutahenz DT 1000mg Tablet 10'S,Supplement,improves stability,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Glutanase Drops 15mlGlutanase Syrup 200mlGlutanase Tablet 10'S,Supplement,improves resistance,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Glutarich Powder 15gm,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Glutaup Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Divis Laboratories Ltd.,DIVISLAB,D
Glutazene Sachet 7X3X0.67Gm,Supplement, antioxidant and memory enhancement property,Cipla Ltd.,CIPLA,C
Gluton 600mg Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Biocon Ltd.,BIOCON,B
Glutone 1000Mg Effervescent Tablet 15's,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Aurobindo Pharma Ltd.,AUROPHARMA,AU
Glutone C Effervescent Tablet 15'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Glycekrom 200mcg Tablet 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Glyzifer Tablet 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Glyzifer NM Syrup 150mlGlyzifer NM Tablet 10'S,Supplement,improves immunity,Divis Laboratories Ltd.,DIVISLAB,D
Gmab Plus Capsule 10'S,Supplement,improves immunity,Cipla Ltd.,CIPLA,C
GMM Tablet 10'S,Supplement,improves stability,Biocon Ltd.,BIOCON,B
GOD Sent Capsule 10'S,Supplement,improves resistance,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Goecyst F Tablet 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Goecyst Nac Tablet 15'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Lupin Ltd.,LUPIN,L
Goecyst Plus Diskette 10'S,Supplement, antioxidant and memory enhancement property,Cadila Healthcare Ltd.,CADILAHC,CA
Goeuti Sugar Free Suspension 100mlGoeuti Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Abbott India Ltd.,ABBOTINDIA,ABB
Gofolate Tablet 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Alkem Laboratories Ltd.,ALKEM,AL
Gofolate Plus Tablet 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Goldcal HD Tablet 15'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Ipca Laboratories Ltd.,IPCALAB,I
Goldcal Max Capsule 10's,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Goldcare Tablet 60'SGoldcare Tablet 6'SGoldcare Tablet 30'S,Supplement,improves immunity,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Goldcare 50 Plus Tablet 6'S,Supplement,improves immunity,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Goldiron Syrup 200mlGoldiron Tablet 10'S,Supplement,improves stability,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Gopo Sachet 2.25gm,Supplement,improves resistance,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Grapex Tablet 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Divis Laboratories Ltd.,DIVISLAB,D
Grapez Capsule 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Cipla Ltd.,CIPLA,C
Gratrol Tablet 10'S,Supplement, antioxidant and memory enhancement property,Biocon Ltd.,BIOCON,B
GRD Chocolate Flavour Powder 200gmGRD Powder 100gmGRD Chocolate Flavour Powder(Refill) 200gm,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Grd Bix CARDAMOM FLAVOUR Diskettes 250gmGrd Bix NEW VANILLA FLAVOUR Diskette 250gmGRD Bix Biscuit 250gmGRD Bix Cardamom Flavour Powder 250gm,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
GRD Bix Lite Cardamom Flavour Diskette 250gm,Supplement,powerful antioxidant that strengthens and protects living tissue,Lupin Ltd.,LUPIN,L
GRD Chocolate Powder(Refill) 400gm,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Cadila Healthcare Ltd.,CADILAHC,CA
GRD Lite Cardamom Flavour Diskette 250gm,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Abbott India Ltd.,ABBOTINDIA,ABB
GRD Mango Flavour Powder 200gm,Supplement,improves immunity,Alkem Laboratories Ltd.,ALKEM,AL
GRD Smart Chocolate Flavour Powder 200gm,Supplement,improves immunity,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
GRD Smart Swiss Chocolate Flavour Powder 200gm,Supplement,improves stability,Ipca Laboratories Ltd.,IPCALAB,I
GRD Smart Vanilla Flavour Powder 200gm,Supplement,improves resistance,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
GRD Sugarfree Vanilla Powder 30gm,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
GRD Sugarfree Vanilla Flavour Powder 200gm,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
GRD Swiss Chocolate Flavour Powder 200gm,Supplement, antioxidant and memory enhancement property,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
GRD Vanilla Flavor Powder 400gm,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Dr. Reddys Laboratories Ltd.,DRREDDY,R
GRD Vanilla Flavour Powder 200gm,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Divis Laboratories Ltd.,DIVISLAB,D
Gretacal Tablet 15'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Cipla Ltd.,CIPLA,C
GRIP FIT Tablet 10's,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Biocon Ltd.,BIOCON,B
GRO 9 Granules 5gm,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Grochamp Drops 30ml,Supplement,improves immunity,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Gromin Syrup 200ml,Supplement,improves immunity,Lupin Ltd.,LUPIN,L
Groviva Chocolate Powder 200 GmGroviva Chocolate Powder 400 Gm,Supplement,improves stability,Cadila Healthcare Ltd.,CADILAHC,CA
GROVIVA MANGO FLAVOUR Powder 200gm,Supplement,improves resistance,Abbott India Ltd.,ABBOTINDIA,ABB
GROVIVA STRAWBERRY FLAVOUR Powder 400gm,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Alkem Laboratories Ltd.,ALKEM,AL
Groviva Vanilla Flavour Powder 400gm,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Groviva Vanilla Flavour Powder 200 Gm,Supplement, antioxidant and memory enhancement property,Ipca Laboratories Ltd.,IPCALAB,I
Grow UP Powder 400gmGrow UP Powder 200gm,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Grow UP Chocolate Powder 200gm,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Grow UP Vanilla Powder 200gm,Supplement,powerful antioxidant that strengthens and protects living tissue,Divis Laboratories Ltd.,DIVISLAB,D
GUD 9 Tablet 15'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Cipla Ltd.,CIPLA,C
Gutpro Syrup 30ml,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Biocon Ltd.,BIOCON,B
GX 600 Injection 1'S,Supplement,improves immunity,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Gyargin M Sachet 10gmGyargin Sachet 8.5gmGyargin Plus Sachet 10gmGyargin Powder 5gm,Supplement,improves immunity,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Gyargin EF Tablet 2'S,Supplement,improves stability,Lupin Ltd.,LUPIN,L
Gynacea Tablet 10'S,Supplement,improves resistance,Cadila Healthcare Ltd.,CADILAHC,CA
Gynejoy Capsule 30'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Abbott India Ltd.,ABBOTINDIA,ABB
H Vit Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Alkem Laboratories Ltd.,ALKEM,AL
H Vit Forte Tablet 10'S,Supplement, antioxidant and memory enhancement property,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Haem UP Fast Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Ipca Laboratories Ltd.,IPCALAB,I
Haemaccel Injection 500ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Haemaday 100mg Injection 5mlHaemaday Tablet 10'SHaemaday Syrup 150ml,Supplement,powerful antioxidant that strengthens and protects living tissue,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Haes Steril 3% Infusion 500mlHaes Steril 10% Infusion 500mlHaes Steril 6% Infusion 500ml,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Hairbless Tablet 10'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Hairboost Tablet 10'S,Supplement,improves immunity,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Hairgro Tablet 10'SHairgro Gel 50gm,Supplement,improves immunity,Divis Laboratories Ltd.,DIVISLAB,D
Hairgro Plus Gel 50gm,Supplement,improves stability,Cipla Ltd.,CIPLA,C
Hairootz Eva Capsule 15'S,Supplement,improves resistance,Biocon Ltd.,BIOCON,B
Hairootz Soflet 15'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Hairvita Plus Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Halcomb 1500mcg Tablet 10'S,Supplement, antioxidant and memory enhancement property,Divis Laboratories Ltd.,DIVISLAB,D
Harty Capsule 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Cipla Ltd.,CIPLA,C
Harty D Capsule 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Biocon Ltd.,BIOCON,B
Harty D Light Capsule 10'S,Supplement,powerful antioxidant that strengthens and protects living tissue,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Harty Plus Capsule 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Harvest Capsule 15'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Lupin Ltd.,LUPIN,L
Harvest PS Tablet 10'S,Supplement,improves immunity,Cadila Healthcare Ltd.,CADILAHC,CA
Hasurge Tablet 10'S,Supplement,improves immunity,Abbott India Ltd.,ABBOTINDIA,ABB
Havglo Cream 30gmHavglo Injection 1'SHavglo Tablet 10'S,Supplement,improves stability,Alkem Laboratories Ltd.,ALKEM,AL
HB 29 Tablet 10'S,Supplement,improves resistance,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
HB 29 X Tablet 10's,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Ipca Laboratories Ltd.,IPCALAB,I
HB 4 Suspension 150ml,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
HB Fast Tablet 10'S,Supplement, antioxidant and memory enhancement property,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
HB Fast Z Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
HB Plus Capsule 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
HB Red Syrup 200ml,Supplement,powerful antioxidant that strengthens and protects living tissue,Dr. Reddys Laboratories Ltd.,DRREDDY,R
HB Rich 300 Tablet 18'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Divis Laboratories Ltd.,DIVISLAB,D
HB UP Capsule 15'SHB UP Syrup 200ml,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Cipla Ltd.,CIPLA,C
HB Z Capsule 10'SHB Z Suspension 200ml,Supplement,improves immunity,Biocon Ltd.,BIOCON,B
Hd 3 Capsule 4's,Supplement,improves immunity,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Hdlip 1000mg Tablet 10'S,Supplement,improves stability,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Healrich Capsule 10'S,Supplement,improves resistance,Lupin Ltd.,LUPIN,L
Health OK New Drops 15mlHealth OK Sachet 5gmHealth OK Tablet 15'SHealth OK Syrup 200ml,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Cadila Healthcare Ltd.,CADILAHC,CA
Healthyvit Capsule 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Abbott India Ltd.,ABBOTINDIA,ABB
Healvit Tablet 10'S,Supplement, antioxidant and memory enhancement property,Alkem Laboratories Ltd.,ALKEM,AL
Healvit AX Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Healvit M Syrup 200ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Ipca Laboratories Ltd.,IPCALAB,I
Heamwar Xt Drops 15ml,Supplement,powerful antioxidant that strengthens and protects living tissue,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Heldicur Capsule 30'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Hematrine Capsule 30'S,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Hemfer A Syrup 200ml,Supplement,improves immunity,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Hemfer Kid Syrup 60ml,Supplement,improves immunity,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Hemfer Soft Gelatin Capsule 30'S,Supplement,improves stability,Divis Laboratories Ltd.,DIVISLAB,D
Hemgen Tablet 10'SHemgen Syrup 200ml,Supplement,improves resistance,Cipla Ltd.,CIPLA,C
Hemglobin Capsule 30'sHemglobin Syrup 300ml,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Biocon Ltd.,BIOCON,B
Hemobest Tablet 10'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Aurobindo Pharma Ltd.,AUROPHARMA,AU
HEMONEXT Tablet 10's,Supplement, antioxidant and memory enhancement property,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Hemsyl Cvp Tablet 10'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Lupin Ltd.,LUPIN,L
Henzovit Capsule 10'S,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Cadila Healthcare Ltd.,CADILAHC,CA
Hepaeuro Granules 5gm,Supplement,powerful antioxidant that strengthens and protects living tissue,Abbott India Ltd.,ABBOTINDIA,ABB
Hepafresh 600mg Injection 1'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Alkem Laboratories Ltd.,ALKEM,AL
HEPANICHE Sachet 12gm,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Hepmend Sachet 5gmHepmend 500mg Injection 10ml,Supplement,improves immunity,Ipca Laboratories Ltd.,IPCALAB,I
Hepnovit Syrup 210ml,Supplement,improves immunity,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
HEPSURE ORANGE FLAVOUR Powder 10gm,Supplement,improves stability,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Heptagon Tablet 10'S,Supplement,improves resistance,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Heptagon New Tablet 10's,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Heptral T Tablet 15'S,Supplement,"lowers the triglyceride level; Triglycerides are another form of fat, present in blood which promotes heart disease",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Herfem Tablet 15'S,Supplement, antioxidant and memory enhancement property,Divis Laboratories Ltd.,DIVISLAB,D
Hergrace Capsule 15'S,Supplement,promotes carbohydrate metabolism and allowing skeletal muscle to oxidize free fatty acids for energy production,Cipla Ltd.,CIPLA,C
Hermin Sachet 5gmHermin Infusion 200ml,Supplement,"promotes memory and learning, and nutritionally supports immune function and cardiovascular health",Biocon Ltd.,BIOCON,B
Hermin D3 Powder 6.5gm,Supplement,powerful antioxidant that strengthens and protects living tissue,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Hermin Forte Capsule 10'S,Supplement,"protects your cells from oxidation, and neutralizes unstable free radicals, which can cause damage",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
HERMIN NEW Infusion 200ml,Supplement,s indicated as vitamin and micronutrient supplementation in the management of chronic disease,Lupin Ltd.,LUPIN,L
Hermin T Infusion 200ml,Supplement,improves immunity,Cadila Healthcare Ltd.,CADILAHC,CA
Hhomega Capsule 10'S,Supplement,improves immunity,Abbott India Ltd.,ABBOTINDIA,ABB
HI 5mg Tablet 10'S,Supplement,improves stability,Alkem Laboratories Ltd.,ALKEM,AL
HI D Oral Solution 5mlHI D 2000IU Drops 15mlHI D Tablet 30'SHI D 2000IU Softgel 10'SHI D 60K Tablet 4'SHI D 60000IU Syrup 5ml,Supplement,improves resistance,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
HI Q 300mg Tablet 10'SHI Q 300mg Capsule 10'SHI Q Tablet 10'S,Supplement,"with cytoprotective effects, to help in the healing of wounds from sunburns and thus maintain the integrity of skin",Ipca Laboratories Ltd.,IPCALAB,I
